Eigenvectors retained: 7
Eigenvalues:  49.90  36.72  16.70   8.91   6.76   5.62   2.63
Explained %:  23.84  14.76  14.21  13.82  13.69  12.57   2.79
Total: 95.7 %

Rotated loadings:
              -0.06   0.89   0.28  -0.24  -0.17   0.13  -0.04
              -0.15   0.37   0.10  -0.41  -0.27   0.72  -0.12
               0.80  -0.21  -0.23   0.16   0.06  -0.21   0.34
              -0.20   0.04   0.90   0.14   0.23   0.01  -0.08
               0.39  -0.22  -0.00   0.79   0.09  -0.28  -0.08
               0.92  -0.08  -0.12   0.02  -0.07  -0.19  -0.12
              -0.24  -0.14   0.35   0.05   0.84  -0.22  -0.09
              -0.11   0.95   0.00  -0.14  -0.11   0.15   0.07
              -0.13   0.03  -0.16  -0.06  -0.24   0.91   0.12
               0.70   0.15  -0.14   0.35  -0.29   0.10   0.42
              -0.14   0.22   0.87  -0.06   0.29  -0.17   0.03
               0.16  -0.17   0.02   0.92   0.01  -0.11   0.15
               0.86  -0.10  -0.10   0.22  -0.29  -0.10  -0.10
              -0.17  -0.14   0.22   0.12   0.89  -0.23   0.06
              -0.10   0.90   0.25  -0.24  -0.12   0.12  -0.08
              -0.19   0.33   0.05  -0.44  -0.22   0.72  -0.18
               0.76  -0.01  -0.11   0.37  -0.19   0.07   0.41
              -0.08   0.28   0.80   0.01   0.29  -0.26   0.05
               0.01  -0.17   0.12   0.85   0.21  -0.21   0.13
               0.86  -0.15  -0.05   0.24  -0.19  -0.12  -0.12
              -0.18  -0.07   0.14  -0.03   0.92  -0.19  -0.05
              -0.02   0.88   0.30  -0.22  -0.21   0.13  -0.00
              -0.10   0.40   0.13  -0.36  -0.32   0.71  -0.06
               0.79  -0.12  -0.31   0.14  -0.02  -0.17   0.40
              -0.23   0.03   0.86   0.14   0.18   0.12  -0.06
               0.46  -0.21  -0.08   0.74  -0.03  -0.21  -0.06
               0.92  -0.05  -0.19   0.00  -0.08  -0.18  -0.08
              -0.15  -0.17   0.44   0.18   0.78  -0.24  -0.00
              -0.15   0.95  -0.02  -0.11  -0.01   0.10   0.02
              -0.21   0.02  -0.20  -0.11  -0.17   0.89   0.05

Explained %:  23.84  14.76  14.21  13.82  13.69  12.57   2.79


Rotated score coefficients:
  0.02156  0.00067  0.00448 -0.00873  0.00941  0.00712  0.09828
  0.00813 -0.01274  0.06742 -0.00770 -0.01835  0.00167  0.01961
 -0.00914  0.01205 -0.00566  0.07091 -0.00120  0.01307 -0.03260
  0.04995  0.00191  0.00692 -0.00867  0.01117  0.01038 -0.07811
  0.01347  0.00896 -0.01394 -0.00123  0.07267  0.02028 -0.00905
  0.00301  0.06037 -0.01117  0.01155  0.00991 -0.00582 -0.01021
  0.01266 -0.00431  0.00321  0.00916  0.02000  0.07377 -0.01713
  0.02411 -0.00375  0.00695 -0.01009  0.01209  0.00929  0.09095
  0.00757 -0.00890  0.06560 -0.00771 -0.01963 -0.00414  0.02218
 -0.01020  0.01249 -0.00478  0.06905  0.00169  0.01061 -0.03132
  0.05147  0.00038  0.00919 -0.00833  0.01212  0.01226 -0.08277
  0.01564  0.01237 -0.02118 -0.00359  0.07946  0.02169 -0.02513
  0.00327  0.05637 -0.00545  0.00865  0.00418 -0.00655  0.00011
  0.01154 -0.00530  0.00953  0.00905  0.01279  0.07104  0.00056
  0.01850  0.00536  0.00171 -0.00665  0.00660  0.00496  0.10281
  0.00851 -0.01625  0.06748 -0.00815 -0.01673  0.00668  0.01660
 -0.00789  0.01125 -0.00646  0.07037 -0.00408  0.01517 -0.03299
  0.04795  0.00332  0.00481 -0.00872  0.00968  0.00840 -0.07339
  0.01075  0.00542 -0.00671  0.00110  0.06432  0.01827  0.00757
  0.00237  0.06580 -0.02035  0.01607  0.01880 -0.00452 -0.02602
  0.01366 -0.00328 -0.00377  0.00913  0.02748  0.07527 -0.03605
  0.02456 -0.00318  0.00200 -0.01632  0.01560  0.00373  0.08887
  0.00734 -0.01607  0.06875 -0.00049 -0.01966  0.00912  0.00979
 -0.00313  0.01302 -0.00828  0.06691  0.00309  0.01221 -0.05464
  0.05239  0.00290  0.00486 -0.01399  0.01705  0.00952 -0.07663
  0.01410  0.00759 -0.01123 -0.00154  0.06989  0.02015 -0.01860
 -0.00039  0.06533 -0.02018  0.01536  0.01438 -0.00605 -0.00269
  0.00805 -0.00888  0.00211  0.01611  0.01998  0.08005  0.00566
  0.01590  0.00605  0.00733  0.00313  0.00059  0.01164  0.10172
  0.00876 -0.00932  0.06383 -0.01586 -0.01643 -0.00658  0.02875
 -0.01528  0.01068 -0.00295  0.07282 -0.00586  0.01380 -0.00881
  0.04548  0.00065  0.00920 -0.00230  0.00371  0.01088 -0.07789
  0.01214  0.01022 -0.01676 -0.00088  0.07439  0.01985  0.00224
  0.00515  0.05684 -0.00593  0.00933  0.00757 -0.00540 -0.01681
  0.01609 -0.00048  0.00335  0.00314  0.01993  0.06598 -0.03683
  0.02225  0.00052  0.00003 -0.01616  0.01285  0.00128  0.09780
  0.00754 -0.01835  0.06838  0.00073 -0.01785  0.01462  0.00799
 -0.00186  0.01190 -0.00837  0.06535  0.00051  0.01355 -0.05240
  0.05094  0.00450  0.00235 -0.01459  0.01699  0.00787 -0.07090
  0.01250  0.00434 -0.00394  0.00073  0.06262  0.01888 -0.00453
 -0.00048  0.06918 -0.02648  0.01845  0.02121 -0.00524 -0.01487
  0.00894 -0.00739 -0.00371  0.01579  0.02631  0.08108 -0.01112
  0.01921  0.00061  0.01103 -0.00004  0.00293  0.01377  0.10041
  0.00801 -0.00425  0.06159 -0.01410 -0.01749 -0.01178  0.03255
 -0.01616  0.01069 -0.00133  0.06933 -0.00264  0.01048 -0.00482
  0.04750 -0.00069  0.01107 -0.00245  0.00605  0.01310 -0.08146
  0.01549  0.01398 -0.02404 -0.00333  0.08234  0.02204 -0.01665
  0.00545  0.05252  0.00036  0.00610  0.00142 -0.00636 -0.00472
  0.01486 -0.00106  0.01045  0.00277  0.01187  0.06268 -0.01773
  0.01309  0.01040  0.00343  0.00529 -0.00095  0.00926  0.09990
  0.00921 -0.01390  0.06484 -0.01629 -0.01525 -0.00122  0.02472
 -0.01363  0.00968 -0.00390  0.07262 -0.00881  0.01604 -0.01296
  0.04299  0.00167  0.00762 -0.00228  0.00100  0.00832 -0.07280
  0.00851  0.00634 -0.00925  0.00149  0.06493  0.01731  0.02072
  0.00454  0.06273 -0.01571  0.01399  0.01676 -0.00426 -0.03392
  0.01724  0.00004 -0.00368  0.00331  0.02760  0.06806 -0.05509
  0.02645 -0.00633  0.00323 -0.01570  0.01857  0.00627  0.07700
  0.00702 -0.01368  0.06747 -0.00185 -0.02109  0.00302  0.01070
 -0.00435  0.01361 -0.00807  0.06643  0.00545  0.01041 -0.05656
  0.05336  0.00121  0.00739 -0.01321  0.01670  0.01088 -0.08206
  0.01497  0.01049 -0.01807 -0.00374  0.07520  0.02073 -0.03096
 -0.00058  0.06227 -0.01604  0.01323  0.00924 -0.00672  0.00772
  0.00719 -0.01034  0.00719  0.01627  0.01398  0.07783  0.02084
  0.02277 -0.00492  0.01072 -0.00215  0.00878  0.01725  0.08833
  0.00734 -0.00090  0.05863 -0.01133 -0.01721 -0.01501  0.03255
 -0.01782  0.01157 -0.00341  0.06616  0.00214  0.00709 -0.00995
  0.04914 -0.00204  0.01259 -0.00280  0.00863  0.01481 -0.08431
  0.01771  0.01690 -0.02960 -0.00567  0.08707  0.02318 -0.03184
  0.00560  0.04932  0.00616  0.00365 -0.00499 -0.00839  0.00892
  0.01377 -0.00206  0.01715  0.00292  0.00418  0.05957  0.00234
  0.02016  0.00346 -0.00316 -0.01595  0.01157 -0.00049  0.10102
  0.00693 -0.01998  0.06768  0.00380 -0.01772  0.01910  0.00771
 -0.00041  0.00906 -0.00595  0.06089 -0.00351  0.01286 -0.04839
  0.04886  0.00567  0.00008 -0.01526  0.01638  0.00564 -0.06367
  0.01033  0.00080  0.00396  0.00311  0.05370  0.01743  0.01097
 -0.00045  0.07232 -0.03204  0.02050  0.02685 -0.00543 -0.02175
  0.00945 -0.00612 -0.00862  0.01529  0.03095  0.08061 -0.02254
  0.02681 -0.00759  0.00583 -0.01000  0.01799  0.01270  0.07274
  0.00707 -0.00657  0.06309 -0.00586 -0.01995 -0.00827  0.02071
 -0.01163  0.01290 -0.00627  0.06647  0.00557  0.00733 -0.03868
  0.05253 -0.00118  0.01101 -0.00837  0.01343  0.01329 -0.08646
  0.01655  0.01480 -0.02644 -0.00579  0.08277  0.02202 -0.03699
  0.00336  0.05324  0.00004  0.00626 -0.00248 -0.00859  0.01497
  0.01057 -0.00690  0.01551  0.00955  0.00557  0.06830  0.01994
  0.01623  0.00818 -0.00332 -0.00555  0.00632  0.00356  0.09980
  0.00763 -0.01911  0.06710 -0.00508 -0.01661  0.01191  0.01458
 -0.00604  0.00801 -0.00435  0.06570 -0.00770  0.01423 -0.03307
  0.04541  0.00430  0.00272 -0.00897  0.00812  0.00595 -0.06675
  0.00752  0.00150  0.00156  0.00352  0.05410  0.01613  0.02586
  0.00189  0.07013 -0.02697  0.01944  0.02465 -0.00490 -0.03163
  0.01416 -0.00249 -0.00898  0.00915  0.03276  0.07570 -0.04642
  0.02495 -0.00342  0.00128 -0.02491  0.01541 -0.00349  0.09269
  0.00929 -0.02006  0.06839  0.00899 -0.01620  0.02247 -0.00160
  0.00387  0.01075 -0.00778  0.05803  0.00304  0.01177 -0.06312
  0.05188  0.00477  0.00106 -0.02072  0.02149  0.00556 -0.06395
  0.01384  0.00305 -0.00116  0.00113  0.06011  0.01962 -0.01697
 -0.00393  0.07045 -0.03213  0.01802  0.02278 -0.00720  0.00005
  0.00530 -0.01174 -0.00287  0.02013  0.02374  0.08282  0.01024
  0.01548  0.00367  0.01860  0.00574 -0.00742  0.01353  0.10553
  0.00940 -0.00102  0.05833 -0.01504 -0.01315 -0.01411  0.04018
 -0.02041  0.00839 -0.00063  0.06928 -0.00531  0.01252  0.01614
  0.04076 -0.00330  0.01432  0.00229 -0.00231  0.01112 -0.06798
  0.01537  0.01518 -0.02533 -0.00316  0.08329  0.02185 -0.00957
  0.00740  0.04987  0.00415  0.00216 -0.00048 -0.00851 -0.01012
  0.01866  0.00254  0.01194 -0.00361  0.01067  0.05341 -0.03600
  0.02694 -0.00608  0.00330 -0.02484  0.01719 -0.00206  0.08213
  0.01011 -0.01863  0.06816  0.00796 -0.01602  0.01836 -0.00436
  0.00300  0.01130 -0.00760  0.05937  0.00535  0.01081 -0.06637
  0.05275  0.00296  0.00396 -0.01993  0.02015  0.00648 -0.06968
  0.01446  0.00598 -0.00834 -0.00087  0.06620  0.02021 -0.02949
 -0.00412  0.06706 -0.02678  0.01484  0.01668 -0.00835  0.01176
  0.00524 -0.01334  0.00233  0.02012  0.01862  0.08201  0.02274
  0.01240  0.00828  0.01469  0.00841 -0.00930  0.01126  0.10372
  0.01072 -0.00626  0.06190 -0.01764 -0.01307 -0.00966  0.03733
 -0.01971  0.00767 -0.00041  0.07249 -0.01017  0.01558  0.01231
  0.03825 -0.00249  0.01346  0.00229 -0.00644  0.00814 -0.06347
  0.01127  0.01118 -0.01800 -0.00052  0.07468  0.01949  0.01109
  0.00729  0.05442 -0.00328  0.00514  0.00660 -0.00741 -0.02456
  0.02040  0.00275  0.00441 -0.00360  0.01911  0.05686 -0.05699
  0.01884 -0.00168  0.01953  0.00358 -0.00302  0.01729  0.10005
  0.00824  0.00333  0.05369 -0.01228 -0.01203 -0.01743  0.04001
 -0.02166  0.00942 -0.00258  0.06541 -0.00025  0.00909  0.01421
  0.04294 -0.00414  0.01506  0.00215  0.00183  0.01387 -0.07197
  0.01861  0.01856 -0.03146 -0.00566  0.08918  0.02343 -0.02776
  0.00730  0.04682  0.00971  0.00043 -0.00630 -0.00998  0.00247
  0.01703  0.00206  0.01883 -0.00337  0.00279  0.04990 -0.01504
  0.02287 -0.00071 -0.00157 -0.02468  0.01426 -0.00469  0.09948
  0.00793 -0.02079  0.06727  0.01127 -0.01690  0.02571  0.00070
  0.00489  0.00893 -0.00640  0.05421 -0.00017  0.01140 -0.05838
  0.05041  0.00630 -0.00164 -0.02136  0.02226  0.00418 -0.05737
  0.01263 -0.00008  0.00632  0.00320  0.05245  0.01866 -0.00339
 -0.00347  0.07316 -0.03696  0.02025  0.02837 -0.00668 -0.00917
  0.00512 -0.01011 -0.00764  0.01989  0.02775  0.08191  0.00046



Dimension weights:
 1.000000 0.332828 0.666025 0.511869 0.238290 0.080624 0.221532

